canonical_column,source_family_file,column,family,feature,version,segment,missing_rate,non_null_count
screen__f_screen:phone_screen_rapids_avgdurationunlock_locmap_study_norm:allday,screen,f_screen:phone_screen_rapids_avgdurationunlock_locmap_study_norm:allday,f_screen,phone_screen_rapids_avgdurationunlock_locmap_study,norm,allday,0.7398279403105117,18115
screen__f_screen:phone_screen_rapids_stddurationunlock_locmap_study_norm:allday,screen,f_screen:phone_screen_rapids_stddurationunlock_locmap_study_norm:allday,f_screen,phone_screen_rapids_stddurationunlock_locmap_study,norm,allday,0.7652921998649949,16342
screen__f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_study_norm:allday,screen,f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_study_norm:allday,f_screen,phone_screen_rapids_firstuseafter00unlock_locmap_study,norm,allday,0.7398279403105117,18115
screen__f_screen:phone_screen_rapids_countepisodeunlock_locmap_home_norm:allday,screen,f_screen:phone_screen_rapids_countepisodeunlock_locmap_home_norm:allday,f_screen,phone_screen_rapids_countepisodeunlock_locmap_home,norm,allday,0.32903902221839226,46717
screen__f_screen:phone_screen_rapids_sumdurationunlock_locmap_home_norm:allday,screen,f_screen:phone_screen_rapids_sumdurationunlock_locmap_home_norm:allday,f_screen,phone_screen_rapids_sumdurationunlock_locmap_home,norm,allday,0.32903902221839226,46717
screen__f_screen:phone_screen_rapids_maxdurationunlock_locmap_home_norm:allday,screen,f_screen:phone_screen_rapids_maxdurationunlock_locmap_home_norm:allday,f_screen,phone_screen_rapids_maxdurationunlock_locmap_home,norm,allday,0.32903902221839226,46717
screen__f_screen:phone_screen_rapids_mindurationunlock_locmap_home_norm:allday,screen,f_screen:phone_screen_rapids_mindurationunlock_locmap_home_norm:allday,f_screen,phone_screen_rapids_mindurationunlock_locmap_home,norm,allday,0.32903902221839226,46717
screen__f_screen:phone_screen_rapids_avgdurationunlock_locmap_home_norm:allday,screen,f_screen:phone_screen_rapids_avgdurationunlock_locmap_home_norm:allday,f_screen,phone_screen_rapids_avgdurationunlock_locmap_home,norm,allday,0.32903902221839226,46717
screen__f_screen:phone_screen_rapids_stddurationunlock_locmap_home_norm:allday,screen,f_screen:phone_screen_rapids_stddurationunlock_locmap_home_norm:allday,f_screen,phone_screen_rapids_stddurationunlock_locmap_home,norm,allday,0.3371536903787324,46152
screen__f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_home_norm:allday,screen,f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_home_norm:allday,f_screen,phone_screen_rapids_firstuseafter00unlock_locmap_home,norm,allday,0.32903902221839226,46717
screen__f_screen:phone_screen_rapids_countepisodeunlock:evening,screen,f_screen:phone_screen_rapids_countepisodeunlock:evening,f_screen,phone_screen_rapids_countepisodeunlock,raw,evening,0.26742499317793383,51007
screen__f_screen:phone_screen_rapids_sumdurationunlock:evening,screen,f_screen:phone_screen_rapids_sumdurationunlock:evening,f_screen,phone_screen_rapids_sumdurationunlock,raw,evening,0.26742499317793383,51007
screen__f_screen:phone_screen_rapids_maxdurationunlock:evening,screen,f_screen:phone_screen_rapids_maxdurationunlock:evening,f_screen,phone_screen_rapids_maxdurationunlock,raw,evening,0.26742499317793383,51007
screen__f_screen:phone_screen_rapids_mindurationunlock:evening,screen,f_screen:phone_screen_rapids_mindurationunlock:evening,f_screen,phone_screen_rapids_mindurationunlock,raw,evening,0.26742499317793383,51007
screen__f_screen:phone_screen_rapids_avgdurationunlock:evening,screen,f_screen:phone_screen_rapids_avgdurationunlock:evening,f_screen,phone_screen_rapids_avgdurationunlock,raw,evening,0.26742499317793383,51007
screen__f_screen:phone_screen_rapids_stddurationunlock:evening,screen,f_screen:phone_screen_rapids_stddurationunlock:evening,f_screen,phone_screen_rapids_stddurationunlock,raw,evening,0.2875321355221394,49607
screen__f_screen:phone_screen_rapids_firstuseafter00unlock:evening,screen,f_screen:phone_screen_rapids_firstuseafter00unlock:evening,f_screen,phone_screen_rapids_firstuseafter00unlock,raw,evening,0.26742499317793383,51007
screen__f_screen:phone_screen_rapids_countepisodeunlock_locmap_exercise:evening,screen,f_screen:phone_screen_rapids_countepisodeunlock_locmap_exercise:evening,f_screen,phone_screen_rapids_countepisodeunlock_locmap_exercise,raw,evening,0.9460984962729976,3753
screen__f_screen:phone_screen_rapids_sumdurationunlock_locmap_exercise:evening,screen,f_screen:phone_screen_rapids_sumdurationunlock_locmap_exercise:evening,f_screen,phone_screen_rapids_sumdurationunlock_locmap_exercise,raw,evening,0.9460984962729976,3753
screen__f_screen:phone_screen_rapids_maxdurationunlock_locmap_exercise:evening,screen,f_screen:phone_screen_rapids_maxdurationunlock_locmap_exercise:evening,f_screen,phone_screen_rapids_maxdurationunlock_locmap_exercise,raw,evening,0.9460984962729976,3753
screen__f_screen:phone_screen_rapids_mindurationunlock_locmap_exercise:evening,screen,f_screen:phone_screen_rapids_mindurationunlock_locmap_exercise:evening,f_screen,phone_screen_rapids_mindurationunlock_locmap_exercise,raw,evening,0.9460984962729976,3753
screen__f_screen:phone_screen_rapids_avgdurationunlock_locmap_exercise:evening,screen,f_screen:phone_screen_rapids_avgdurationunlock_locmap_exercise:evening,f_screen,phone_screen_rapids_avgdurationunlock_locmap_exercise,raw,evening,0.9460984962729976,3753
screen__f_screen:phone_screen_rapids_stddurationunlock_locmap_exercise:evening,screen,f_screen:phone_screen_rapids_stddurationunlock_locmap_exercise:evening,f_screen,phone_screen_rapids_stddurationunlock_locmap_exercise,raw,evening,0.9609777816077096,2717
screen__f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_exercise:evening,screen,f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_exercise:evening,f_screen,phone_screen_rapids_firstuseafter00unlock_locmap_exercise,raw,evening,0.9460984962729976,3753
screen__f_screen:phone_screen_rapids_countepisodeunlock_locmap_greens:evening,screen,f_screen:phone_screen_rapids_countepisodeunlock_locmap_greens:evening,f_screen,phone_screen_rapids_countepisodeunlock_locmap_greens,raw,evening,0.8790842632886667,8419
screen__f_screen:phone_screen_rapids_sumdurationunlock_locmap_greens:evening,screen,f_screen:phone_screen_rapids_sumdurationunlock_locmap_greens:evening,f_screen,phone_screen_rapids_sumdurationunlock_locmap_greens,raw,evening,0.8790842632886667,8419
screen__f_screen:phone_screen_rapids_maxdurationunlock_locmap_greens:evening,screen,f_screen:phone_screen_rapids_maxdurationunlock_locmap_greens:evening,f_screen,phone_screen_rapids_maxdurationunlock_locmap_greens,raw,evening,0.8790842632886667,8419
screen__f_screen:phone_screen_rapids_mindurationunlock_locmap_greens:evening,screen,f_screen:phone_screen_rapids_mindurationunlock_locmap_greens:evening,f_screen,phone_screen_rapids_mindurationunlock_locmap_greens,raw,evening,0.8790842632886667,8419
screen__f_screen:phone_screen_rapids_avgdurationunlock_locmap_greens:evening,screen,f_screen:phone_screen_rapids_avgdurationunlock_locmap_greens:evening,f_screen,phone_screen_rapids_avgdurationunlock_locmap_greens,raw,evening,0.8790842632886667,8419
screen__f_screen:phone_screen_rapids_stddurationunlock_locmap_greens:evening,screen,f_screen:phone_screen_rapids_stddurationunlock_locmap_greens:evening,f_screen,phone_screen_rapids_stddurationunlock_locmap_greens,raw,evening,0.9108104614589168,6210
screen__f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_greens:evening,screen,f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_greens:evening,f_screen,phone_screen_rapids_firstuseafter00unlock_locmap_greens,raw,evening,0.8790842632886667,8419
screen__f_screen:phone_screen_rapids_countepisodeunlock_locmap_living:evening,screen,f_screen:phone_screen_rapids_countepisodeunlock_locmap_living:evening,f_screen,phone_screen_rapids_countepisodeunlock_locmap_living,raw,evening,0.7245752366179786,19177
screen__f_screen:phone_screen_rapids_sumdurationunlock_locmap_living:evening,screen,f_screen:phone_screen_rapids_sumdurationunlock_locmap_living:evening,f_screen,phone_screen_rapids_sumdurationunlock_locmap_living,raw,evening,0.7245752366179786,19177
screen__f_screen:phone_screen_rapids_maxdurationunlock_locmap_living:evening,screen,f_screen:phone_screen_rapids_maxdurationunlock_locmap_living:evening,f_screen,phone_screen_rapids_maxdurationunlock_locmap_living,raw,evening,0.7245752366179786,19177
screen__f_screen:phone_screen_rapids_mindurationunlock_locmap_living:evening,screen,f_screen:phone_screen_rapids_mindurationunlock_locmap_living:evening,f_screen,phone_screen_rapids_mindurationunlock_locmap_living,raw,evening,0.7245752366179786,19177
screen__f_screen:phone_screen_rapids_avgdurationunlock_locmap_living:evening,screen,f_screen:phone_screen_rapids_avgdurationunlock_locmap_living:evening,f_screen,phone_screen_rapids_avgdurationunlock_locmap_living,raw,evening,0.7245752366179786,19177
screen__f_screen:phone_screen_rapids_stddurationunlock_locmap_living:evening,screen,f_screen:phone_screen_rapids_stddurationunlock_locmap_living:evening,f_screen,phone_screen_rapids_stddurationunlock_locmap_living,raw,evening,0.7382480934120385,18225
screen__f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_living:evening,screen,f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_living:evening,f_screen,phone_screen_rapids_firstuseafter00unlock_locmap_living,raw,evening,0.7245752366179786,19177
screen__f_screen:phone_screen_rapids_countepisodeunlock_locmap_study:evening,screen,f_screen:phone_screen_rapids_countepisodeunlock_locmap_study:evening,f_screen,phone_screen_rapids_countepisodeunlock_locmap_study,raw,evening,0.9144297470808738,5958
screen__f_screen:phone_screen_rapids_sumdurationunlock_locmap_study:evening,screen,f_screen:phone_screen_rapids_sumdurationunlock_locmap_study:evening,f_screen,phone_screen_rapids_sumdurationunlock_locmap_study,raw,evening,0.9144297470808738,5958
screen__f_screen:phone_screen_rapids_maxdurationunlock_locmap_study:evening,screen,f_screen:phone_screen_rapids_maxdurationunlock_locmap_study:evening,f_screen,phone_screen_rapids_maxdurationunlock_locmap_study,raw,evening,0.9144297470808738,5958
screen__f_screen:phone_screen_rapids_mindurationunlock_locmap_study:evening,screen,f_screen:phone_screen_rapids_mindurationunlock_locmap_study:evening,f_screen,phone_screen_rapids_mindurationunlock_locmap_study,raw,evening,0.9144297470808738,5958
screen__f_screen:phone_screen_rapids_avgdurationunlock_locmap_study:evening,screen,f_screen:phone_screen_rapids_avgdurationunlock_locmap_study:evening,f_screen,phone_screen_rapids_avgdurationunlock_locmap_study,raw,evening,0.9144297470808738,5958
screen__f_screen:phone_screen_rapids_stddurationunlock_locmap_study:evening,screen,f_screen:phone_screen_rapids_stddurationunlock_locmap_study:evening,f_screen,phone_screen_rapids_stddurationunlock_locmap_study,raw,evening,0.9331724761945797,4653
screen__f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_study:evening,screen,f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_study:evening,f_screen,phone_screen_rapids_firstuseafter00unlock_locmap_study,raw,evening,0.9144297470808738,5958
screen__f_screen:phone_screen_rapids_countepisodeunlock_locmap_home:evening,screen,f_screen:phone_screen_rapids_countepisodeunlock_locmap_home:evening,f_screen,phone_screen_rapids_countepisodeunlock_locmap_home,raw,evening,0.3948755511511339,42133
screen__f_screen:phone_screen_rapids_sumdurationunlock_locmap_home:evening,screen,f_screen:phone_screen_rapids_sumdurationunlock_locmap_home:evening,f_screen,phone_screen_rapids_sumdurationunlock_locmap_home,raw,evening,0.3948755511511339,42133
screen__f_screen:phone_screen_rapids_maxdurationunlock_locmap_home:evening,screen,f_screen:phone_screen_rapids_maxdurationunlock_locmap_home:evening,f_screen,phone_screen_rapids_maxdurationunlock_locmap_home,raw,evening,0.3948755511511339,42133
screen__f_screen:phone_screen_rapids_mindurationunlock_locmap_home:evening,screen,f_screen:phone_screen_rapids_mindurationunlock_locmap_home:evening,f_screen,phone_screen_rapids_mindurationunlock_locmap_home,raw,evening,0.3948755511511339,42133
screen__f_screen:phone_screen_rapids_avgdurationunlock_locmap_home:evening,screen,f_screen:phone_screen_rapids_avgdurationunlock_locmap_home:evening,f_screen,phone_screen_rapids_avgdurationunlock_locmap_home,raw,evening,0.3948755511511339,42133
screen__f_screen:phone_screen_rapids_stddurationunlock_locmap_home:evening,screen,f_screen:phone_screen_rapids_stddurationunlock_locmap_home:evening,f_screen,phone_screen_rapids_stddurationunlock_locmap_home,raw,evening,0.41335975986327145,40846
screen__f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_home:evening,screen,f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_home:evening,f_screen,phone_screen_rapids_firstuseafter00unlock_locmap_home,raw,evening,0.3948755511511339,42133
screen__f_screen:phone_screen_rapids_countepisodeunlock_dis:evening,screen,f_screen:phone_screen_rapids_countepisodeunlock_dis:evening,f_screen,phone_screen_rapids_countepisodeunlock,dis,evening,0.26742499317793383,51007
screen__f_screen:phone_screen_rapids_sumdurationunlock_dis:evening,screen,f_screen:phone_screen_rapids_sumdurationunlock_dis:evening,f_screen,phone_screen_rapids_sumdurationunlock,dis,evening,0.26742499317793383,51007
screen__f_screen:phone_screen_rapids_maxdurationunlock_dis:evening,screen,f_screen:phone_screen_rapids_maxdurationunlock_dis:evening,f_screen,phone_screen_rapids_maxdurationunlock,dis,evening,0.26742499317793383,51007
screen__f_screen:phone_screen_rapids_mindurationunlock_dis:evening,screen,f_screen:phone_screen_rapids_mindurationunlock_dis:evening,f_screen,phone_screen_rapids_mindurationunlock,dis,evening,0.26742499317793383,51007
screen__f_screen:phone_screen_rapids_avgdurationunlock_dis:evening,screen,f_screen:phone_screen_rapids_avgdurationunlock_dis:evening,f_screen,phone_screen_rapids_avgdurationunlock,dis,evening,0.26742499317793383,51007
screen__f_screen:phone_screen_rapids_stddurationunlock_dis:evening,screen,f_screen:phone_screen_rapids_stddurationunlock_dis:evening,f_screen,phone_screen_rapids_stddurationunlock,dis,evening,0.2875321355221394,49607
screen__f_screen:phone_screen_rapids_firstuseafter00unlock_dis:evening,screen,f_screen:phone_screen_rapids_firstuseafter00unlock_dis:evening,f_screen,phone_screen_rapids_firstuseafter00unlock,dis,evening,0.26742499317793383,51007
screen__f_screen:phone_screen_rapids_countepisodeunlock_locmap_exercise_dis:evening,screen,f_screen:phone_screen_rapids_countepisodeunlock_locmap_exercise_dis:evening,f_screen,phone_screen_rapids_countepisodeunlock_locmap_exercise,dis,evening,0.9460984962729976,3753
screen__f_screen:phone_screen_rapids_sumdurationunlock_locmap_exercise_dis:evening,screen,f_screen:phone_screen_rapids_sumdurationunlock_locmap_exercise_dis:evening,f_screen,phone_screen_rapids_sumdurationunlock_locmap_exercise,dis,evening,0.9460984962729976,3753
screen__f_screen:phone_screen_rapids_maxdurationunlock_locmap_exercise_dis:evening,screen,f_screen:phone_screen_rapids_maxdurationunlock_locmap_exercise_dis:evening,f_screen,phone_screen_rapids_maxdurationunlock_locmap_exercise,dis,evening,0.9460984962729976,3753
screen__f_screen:phone_screen_rapids_mindurationunlock_locmap_exercise_dis:evening,screen,f_screen:phone_screen_rapids_mindurationunlock_locmap_exercise_dis:evening,f_screen,phone_screen_rapids_mindurationunlock_locmap_exercise,dis,evening,0.9460984962729976,3753
screen__f_screen:phone_screen_rapids_avgdurationunlock_locmap_exercise_dis:evening,screen,f_screen:phone_screen_rapids_avgdurationunlock_locmap_exercise_dis:evening,f_screen,phone_screen_rapids_avgdurationunlock_locmap_exercise,dis,evening,0.9460984962729976,3753
screen__f_screen:phone_screen_rapids_stddurationunlock_locmap_exercise_dis:evening,screen,f_screen:phone_screen_rapids_stddurationunlock_locmap_exercise_dis:evening,f_screen,phone_screen_rapids_stddurationunlock_locmap_exercise,dis,evening,0.9609777816077096,2717
screen__f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_exercise_dis:evening,screen,f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_exercise_dis:evening,f_screen,phone_screen_rapids_firstuseafter00unlock_locmap_exercise,dis,evening,0.9460984962729976,3753
screen__f_screen:phone_screen_rapids_countepisodeunlock_locmap_greens_dis:evening,screen,f_screen:phone_screen_rapids_countepisodeunlock_locmap_greens_dis:evening,f_screen,phone_screen_rapids_countepisodeunlock_locmap_greens,dis,evening,0.8790842632886667,8419
screen__f_screen:phone_screen_rapids_sumdurationunlock_locmap_greens_dis:evening,screen,f_screen:phone_screen_rapids_sumdurationunlock_locmap_greens_dis:evening,f_screen,phone_screen_rapids_sumdurationunlock_locmap_greens,dis,evening,0.8790842632886667,8419
screen__f_screen:phone_screen_rapids_maxdurationunlock_locmap_greens_dis:evening,screen,f_screen:phone_screen_rapids_maxdurationunlock_locmap_greens_dis:evening,f_screen,phone_screen_rapids_maxdurationunlock_locmap_greens,dis,evening,0.8790842632886667,8419
screen__f_screen:phone_screen_rapids_mindurationunlock_locmap_greens_dis:evening,screen,f_screen:phone_screen_rapids_mindurationunlock_locmap_greens_dis:evening,f_screen,phone_screen_rapids_mindurationunlock_locmap_greens,dis,evening,0.8790842632886667,8419
screen__f_screen:phone_screen_rapids_avgdurationunlock_locmap_greens_dis:evening,screen,f_screen:phone_screen_rapids_avgdurationunlock_locmap_greens_dis:evening,f_screen,phone_screen_rapids_avgdurationunlock_locmap_greens,dis,evening,0.8790842632886667,8419
screen__f_screen:phone_screen_rapids_stddurationunlock_locmap_greens_dis:evening,screen,f_screen:phone_screen_rapids_stddurationunlock_locmap_greens_dis:evening,f_screen,phone_screen_rapids_stddurationunlock_locmap_greens,dis,evening,0.9108104614589168,6210
screen__f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_greens_dis:evening,screen,f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_greens_dis:evening,f_screen,phone_screen_rapids_firstuseafter00unlock_locmap_greens,dis,evening,0.8790842632886667,8419
screen__f_screen:phone_screen_rapids_countepisodeunlock_locmap_living_dis:evening,screen,f_screen:phone_screen_rapids_countepisodeunlock_locmap_living_dis:evening,f_screen,phone_screen_rapids_countepisodeunlock_locmap_living,dis,evening,0.7245752366179786,19177
screen__f_screen:phone_screen_rapids_sumdurationunlock_locmap_living_dis:evening,screen,f_screen:phone_screen_rapids_sumdurationunlock_locmap_living_dis:evening,f_screen,phone_screen_rapids_sumdurationunlock_locmap_living,dis,evening,0.7245752366179786,19177
screen__f_screen:phone_screen_rapids_maxdurationunlock_locmap_living_dis:evening,screen,f_screen:phone_screen_rapids_maxdurationunlock_locmap_living_dis:evening,f_screen,phone_screen_rapids_maxdurationunlock_locmap_living,dis,evening,0.7245752366179786,19177
screen__f_screen:phone_screen_rapids_mindurationunlock_locmap_living_dis:evening,screen,f_screen:phone_screen_rapids_mindurationunlock_locmap_living_dis:evening,f_screen,phone_screen_rapids_mindurationunlock_locmap_living,dis,evening,0.7245752366179786,19177
screen__f_screen:phone_screen_rapids_avgdurationunlock_locmap_living_dis:evening,screen,f_screen:phone_screen_rapids_avgdurationunlock_locmap_living_dis:evening,f_screen,phone_screen_rapids_avgdurationunlock_locmap_living,dis,evening,0.7245752366179786,19177
screen__f_screen:phone_screen_rapids_stddurationunlock_locmap_living_dis:evening,screen,f_screen:phone_screen_rapids_stddurationunlock_locmap_living_dis:evening,f_screen,phone_screen_rapids_stddurationunlock_locmap_living,dis,evening,0.7382480934120385,18225
screen__f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_living_dis:evening,screen,f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_living_dis:evening,f_screen,phone_screen_rapids_firstuseafter00unlock_locmap_living,dis,evening,0.7245752366179786,19177
screen__f_screen:phone_screen_rapids_countepisodeunlock_locmap_study_dis:evening,screen,f_screen:phone_screen_rapids_countepisodeunlock_locmap_study_dis:evening,f_screen,phone_screen_rapids_countepisodeunlock_locmap_study,dis,evening,0.9144297470808738,5958
screen__f_screen:phone_screen_rapids_sumdurationunlock_locmap_study_dis:evening,screen,f_screen:phone_screen_rapids_sumdurationunlock_locmap_study_dis:evening,f_screen,phone_screen_rapids_sumdurationunlock_locmap_study,dis,evening,0.9144297470808738,5958
screen__f_screen:phone_screen_rapids_maxdurationunlock_locmap_study_dis:evening,screen,f_screen:phone_screen_rapids_maxdurationunlock_locmap_study_dis:evening,f_screen,phone_screen_rapids_maxdurationunlock_locmap_study,dis,evening,0.9144297470808738,5958
screen__f_screen:phone_screen_rapids_mindurationunlock_locmap_study_dis:evening,screen,f_screen:phone_screen_rapids_mindurationunlock_locmap_study_dis:evening,f_screen,phone_screen_rapids_mindurationunlock_locmap_study,dis,evening,0.9144297470808738,5958
screen__f_screen:phone_screen_rapids_avgdurationunlock_locmap_study_dis:evening,screen,f_screen:phone_screen_rapids_avgdurationunlock_locmap_study_dis:evening,f_screen,phone_screen_rapids_avgdurationunlock_locmap_study,dis,evening,0.9144297470808738,5958
screen__f_screen:phone_screen_rapids_stddurationunlock_locmap_study_dis:evening,screen,f_screen:phone_screen_rapids_stddurationunlock_locmap_study_dis:evening,f_screen,phone_screen_rapids_stddurationunlock_locmap_study,dis,evening,0.9331724761945797,4653
screen__f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_study_dis:evening,screen,f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_study_dis:evening,f_screen,phone_screen_rapids_firstuseafter00unlock_locmap_study,dis,evening,0.9144297470808738,5958
screen__f_screen:phone_screen_rapids_countepisodeunlock_locmap_home_dis:evening,screen,f_screen:phone_screen_rapids_countepisodeunlock_locmap_home_dis:evening,f_screen,phone_screen_rapids_countepisodeunlock_locmap_home,dis,evening,0.3948755511511339,42133
screen__f_screen:phone_screen_rapids_sumdurationunlock_locmap_home_dis:evening,screen,f_screen:phone_screen_rapids_sumdurationunlock_locmap_home_dis:evening,f_screen,phone_screen_rapids_sumdurationunlock_locmap_home,dis,evening,0.3948755511511339,42133
screen__f_screen:phone_screen_rapids_maxdurationunlock_locmap_home_dis:evening,screen,f_screen:phone_screen_rapids_maxdurationunlock_locmap_home_dis:evening,f_screen,phone_screen_rapids_maxdurationunlock_locmap_home,dis,evening,0.3948755511511339,42133
screen__f_screen:phone_screen_rapids_mindurationunlock_locmap_home_dis:evening,screen,f_screen:phone_screen_rapids_mindurationunlock_locmap_home_dis:evening,f_screen,phone_screen_rapids_mindurationunlock_locmap_home,dis,evening,0.3948755511511339,42133
screen__f_screen:phone_screen_rapids_avgdurationunlock_locmap_home_dis:evening,screen,f_screen:phone_screen_rapids_avgdurationunlock_locmap_home_dis:evening,f_screen,phone_screen_rapids_avgdurationunlock_locmap_home,dis,evening,0.3948755511511339,42133
screen__f_screen:phone_screen_rapids_stddurationunlock_locmap_home_dis:evening,screen,f_screen:phone_screen_rapids_stddurationunlock_locmap_home_dis:evening,f_screen,phone_screen_rapids_stddurationunlock_locmap_home,dis,evening,0.41335975986327145,40846
screen__f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_home_dis:evening,screen,f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_home_dis:evening,f_screen,phone_screen_rapids_firstuseafter00unlock_locmap_home,dis,evening,0.3948755511511339,42133
screen__f_screen:phone_screen_rapids_countepisodeunlock_norm:evening,screen,f_screen:phone_screen_rapids_countepisodeunlock_norm:evening,f_screen,phone_screen_rapids_countepisodeunlock,norm,evening,0.26742499317793383,51007
screen__f_screen:phone_screen_rapids_sumdurationunlock_norm:evening,screen,f_screen:phone_screen_rapids_sumdurationunlock_norm:evening,f_screen,phone_screen_rapids_sumdurationunlock,norm,evening,0.26742499317793383,51007
screen__f_screen:phone_screen_rapids_maxdurationunlock_norm:evening,screen,f_screen:phone_screen_rapids_maxdurationunlock_norm:evening,f_screen,phone_screen_rapids_maxdurationunlock,norm,evening,0.26742499317793383,51007
screen__f_screen:phone_screen_rapids_mindurationunlock_norm:evening,screen,f_screen:phone_screen_rapids_mindurationunlock_norm:evening,f_screen,phone_screen_rapids_mindurationunlock,norm,evening,0.26742499317793383,51007
screen__f_screen:phone_screen_rapids_avgdurationunlock_norm:evening,screen,f_screen:phone_screen_rapids_avgdurationunlock_norm:evening,f_screen,phone_screen_rapids_avgdurationunlock,norm,evening,0.26742499317793383,51007
screen__f_screen:phone_screen_rapids_stddurationunlock_norm:evening,screen,f_screen:phone_screen_rapids_stddurationunlock_norm:evening,f_screen,phone_screen_rapids_stddurationunlock,norm,evening,0.2875321355221394,49607
screen__f_screen:phone_screen_rapids_firstuseafter00unlock_norm:evening,screen,f_screen:phone_screen_rapids_firstuseafter00unlock_norm:evening,f_screen,phone_screen_rapids_firstuseafter00unlock,norm,evening,0.26742499317793383,51007
screen__f_screen:phone_screen_rapids_countepisodeunlock_locmap_exercise_norm:evening,screen,f_screen:phone_screen_rapids_countepisodeunlock_locmap_exercise_norm:evening,f_screen,phone_screen_rapids_countepisodeunlock_locmap_exercise,norm,evening,0.9460984962729976,3753
screen__f_screen:phone_screen_rapids_sumdurationunlock_locmap_exercise_norm:evening,screen,f_screen:phone_screen_rapids_sumdurationunlock_locmap_exercise_norm:evening,f_screen,phone_screen_rapids_sumdurationunlock_locmap_exercise,norm,evening,0.9460984962729976,3753
screen__f_screen:phone_screen_rapids_maxdurationunlock_locmap_exercise_norm:evening,screen,f_screen:phone_screen_rapids_maxdurationunlock_locmap_exercise_norm:evening,f_screen,phone_screen_rapids_maxdurationunlock_locmap_exercise,norm,evening,0.9460984962729976,3753
screen__f_screen:phone_screen_rapids_mindurationunlock_locmap_exercise_norm:evening,screen,f_screen:phone_screen_rapids_mindurationunlock_locmap_exercise_norm:evening,f_screen,phone_screen_rapids_mindurationunlock_locmap_exercise,norm,evening,0.9460984962729976,3753
screen__f_screen:phone_screen_rapids_avgdurationunlock_locmap_exercise_norm:evening,screen,f_screen:phone_screen_rapids_avgdurationunlock_locmap_exercise_norm:evening,f_screen,phone_screen_rapids_avgdurationunlock_locmap_exercise,norm,evening,0.9460984962729976,3753
screen__f_screen:phone_screen_rapids_stddurationunlock_locmap_exercise_norm:evening,screen,f_screen:phone_screen_rapids_stddurationunlock_locmap_exercise_norm:evening,f_screen,phone_screen_rapids_stddurationunlock_locmap_exercise,norm,evening,0.9609777816077096,2717
screen__f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_exercise_norm:evening,screen,f_screen:phone_screen_rapids_firstuseafter00unlock_locmap_exercise_norm:evening,f_screen,phone_screen_rapids_firstuseafter00unlock_locmap_exercise,norm,evening,0.9460984962729976,3753
screen__f_screen:phone_screen_rapids_countepisodeunlock_locmap_greens_norm:evening,screen,f_screen:phone_screen_rapids_countepisodeunlock_locmap_greens_norm:evening,f_screen,phone_screen_rapids_countepisodeunlock_locmap_greens,norm,evening,0.8790842632886667,8419
screen__f_screen:phone_screen_rapids_sumdurationunlock_locmap_greens_norm:evening,screen,f_screen:phone_screen_rapids_sumdurationunlock_locmap_greens_norm:evening,f_screen,phone_screen_rapids_sumdurationunlock_locmap_greens,norm,evening,0.8790842632886667,8419
screen__f_screen:phone_screen_rapids_maxdurationunlock_locmap_greens_norm:evening,screen,f_screen:phone_screen_rapids_maxdurationunlock_locmap_greens_norm:evening,f_screen,phone_screen_rapids_maxdurationunlock_locmap_greens,norm,evening,0.8790842632886667,8419
screen__f_screen:phone_screen_rapids_mindurationunlock_locmap_greens_norm:evening,screen,f_screen:phone_screen_rapids_mindurationunlock_locmap_greens_norm:evening,f_screen,phone_screen_rapids_mindurationunlock_locmap_greens,norm,evening,0.8790842632886667,8419
screen__f_screen:phone_screen_rapids_avgdurationunlock_locmap_greens_norm:evening,screen,f_screen:phone_screen_rapids_avgdurationunlock_locmap_greens_norm:evening,f_screen,phone_screen_rapids_avgdurationunlock_locmap_greens,norm,evening,0.8790842632886667,8419
screen__f_screen:phone_screen_rapids_stddurationunlock_locmap_greens_norm:evening,screen,f_screen:phone_screen_rapids_stddurationunlock_locmap_greens_norm:evening,f_screen,phone_screen_rapids_stddurationunlock_locmap_greens,norm,evening,0.9108104614589168,6210
