target,horizon,issue_time,model,feature
steps_sum,tomorrow,evening,history_fingerprint_plus_today,f_steps:fitbit_steps_intraday_rapids_sumsteps:morning
steps_sum,tomorrow,evening,history_fingerprint_plus_today,f_steps:fitbit_steps_intraday_rapids_sumsteps:afternoon
steps_sum,tomorrow,evening,history_fingerprint_plus_today,f_steps:fitbit_steps_intraday_rapids_sumsteps:evening
steps_sum,next_week,morning,calendar_only,weekday
steps_sum,next_week,morning,calendar_only,is_weekend
steps_sum,next_week,morning,calendar_only,study_day
steps_sum,next_week,morning,recent_history_only,weekday
steps_sum,next_week,morning,recent_history_only,is_weekend
steps_sum,next_week,morning,recent_history_only,study_day
steps_sum,next_week,morning,recent_history_only,steps_sum__yesterday
steps_sum,next_week,morning,recent_history_only,steps_sum__roll7_mean
steps_sum,next_week,morning,recent_history_only,steps_sum__roll14_mean
steps_sum,next_week,morning,fingerprint_42d_only,weekday
steps_sum,next_week,morning,fingerprint_42d_only,is_weekend
steps_sum,next_week,morning,fingerprint_42d_only,study_day
steps_sum,next_week,morning,fingerprint_42d_only,steps_sum__roll42_mean
steps_sum,next_week,morning,fingerprint_42d_only,steps_sum__roll42_std
steps_sum,next_week,morning,today_partial_only,weekday
steps_sum,next_week,morning,today_partial_only,is_weekend
steps_sum,next_week,morning,today_partial_only,study_day
steps_sum,next_week,morning,today_partial_only,f_steps:fitbit_steps_intraday_rapids_sumsteps:morning
steps_sum,next_week,morning,history_plus_fingerprint,weekday
steps_sum,next_week,morning,history_plus_fingerprint,is_weekend
steps_sum,next_week,morning,history_plus_fingerprint,study_day
steps_sum,next_week,morning,history_plus_fingerprint,steps_sum__yesterday
steps_sum,next_week,morning,history_plus_fingerprint,steps_sum__roll7_mean
steps_sum,next_week,morning,history_plus_fingerprint,steps_sum__roll14_mean
steps_sum,next_week,morning,history_plus_fingerprint,steps_sum__roll42_mean
steps_sum,next_week,morning,history_plus_fingerprint,steps_sum__roll42_std
steps_sum,next_week,morning,history_fingerprint_plus_today,weekday
steps_sum,next_week,morning,history_fingerprint_plus_today,is_weekend
steps_sum,next_week,morning,history_fingerprint_plus_today,study_day
steps_sum,next_week,morning,history_fingerprint_plus_today,steps_sum__yesterday
steps_sum,next_week,morning,history_fingerprint_plus_today,steps_sum__roll7_mean
steps_sum,next_week,morning,history_fingerprint_plus_today,steps_sum__roll14_mean
steps_sum,next_week,morning,history_fingerprint_plus_today,steps_sum__roll42_mean
steps_sum,next_week,morning,history_fingerprint_plus_today,steps_sum__roll42_std
steps_sum,next_week,morning,history_fingerprint_plus_today,f_steps:fitbit_steps_intraday_rapids_sumsteps:morning
steps_sum,next_week,afternoon,calendar_only,weekday
steps_sum,next_week,afternoon,calendar_only,is_weekend
steps_sum,next_week,afternoon,calendar_only,study_day
steps_sum,next_week,afternoon,recent_history_only,weekday
steps_sum,next_week,afternoon,recent_history_only,is_weekend
steps_sum,next_week,afternoon,recent_history_only,study_day
steps_sum,next_week,afternoon,recent_history_only,steps_sum__yesterday
steps_sum,next_week,afternoon,recent_history_only,steps_sum__roll7_mean
steps_sum,next_week,afternoon,recent_history_only,steps_sum__roll14_mean
steps_sum,next_week,afternoon,fingerprint_42d_only,weekday
steps_sum,next_week,afternoon,fingerprint_42d_only,is_weekend
steps_sum,next_week,afternoon,fingerprint_42d_only,study_day
steps_sum,next_week,afternoon,fingerprint_42d_only,steps_sum__roll42_mean
steps_sum,next_week,afternoon,fingerprint_42d_only,steps_sum__roll42_std
steps_sum,next_week,afternoon,today_partial_only,weekday
steps_sum,next_week,afternoon,today_partial_only,is_weekend
steps_sum,next_week,afternoon,today_partial_only,study_day
steps_sum,next_week,afternoon,today_partial_only,f_steps:fitbit_steps_intraday_rapids_sumsteps:morning
steps_sum,next_week,afternoon,today_partial_only,f_steps:fitbit_steps_intraday_rapids_sumsteps:afternoon
steps_sum,next_week,afternoon,history_plus_fingerprint,weekday
steps_sum,next_week,afternoon,history_plus_fingerprint,is_weekend
steps_sum,next_week,afternoon,history_plus_fingerprint,study_day
steps_sum,next_week,afternoon,history_plus_fingerprint,steps_sum__yesterday
steps_sum,next_week,afternoon,history_plus_fingerprint,steps_sum__roll7_mean
steps_sum,next_week,afternoon,history_plus_fingerprint,steps_sum__roll14_mean
steps_sum,next_week,afternoon,history_plus_fingerprint,steps_sum__roll42_mean
steps_sum,next_week,afternoon,history_plus_fingerprint,steps_sum__roll42_std
steps_sum,next_week,afternoon,history_fingerprint_plus_today,weekday
steps_sum,next_week,afternoon,history_fingerprint_plus_today,is_weekend
steps_sum,next_week,afternoon,history_fingerprint_plus_today,study_day
steps_sum,next_week,afternoon,history_fingerprint_plus_today,steps_sum__yesterday
steps_sum,next_week,afternoon,history_fingerprint_plus_today,steps_sum__roll7_mean
steps_sum,next_week,afternoon,history_fingerprint_plus_today,steps_sum__roll14_mean
steps_sum,next_week,afternoon,history_fingerprint_plus_today,steps_sum__roll42_mean
steps_sum,next_week,afternoon,history_fingerprint_plus_today,steps_sum__roll42_std
steps_sum,next_week,afternoon,history_fingerprint_plus_today,f_steps:fitbit_steps_intraday_rapids_sumsteps:morning
steps_sum,next_week,afternoon,history_fingerprint_plus_today,f_steps:fitbit_steps_intraday_rapids_sumsteps:afternoon
steps_sum,next_week,evening,calendar_only,weekday
steps_sum,next_week,evening,calendar_only,is_weekend
steps_sum,next_week,evening,calendar_only,study_day
steps_sum,next_week,evening,recent_history_only,weekday
steps_sum,next_week,evening,recent_history_only,is_weekend
steps_sum,next_week,evening,recent_history_only,study_day
steps_sum,next_week,evening,recent_history_only,steps_sum__yesterday
steps_sum,next_week,evening,recent_history_only,steps_sum__roll7_mean
steps_sum,next_week,evening,recent_history_only,steps_sum__roll14_mean
steps_sum,next_week,evening,fingerprint_42d_only,weekday
steps_sum,next_week,evening,fingerprint_42d_only,is_weekend
steps_sum,next_week,evening,fingerprint_42d_only,study_day
steps_sum,next_week,evening,fingerprint_42d_only,steps_sum__roll42_mean
steps_sum,next_week,evening,fingerprint_42d_only,steps_sum__roll42_std
steps_sum,next_week,evening,today_partial_only,weekday
steps_sum,next_week,evening,today_partial_only,is_weekend
steps_sum,next_week,evening,today_partial_only,study_day
steps_sum,next_week,evening,today_partial_only,f_steps:fitbit_steps_intraday_rapids_sumsteps:morning
steps_sum,next_week,evening,today_partial_only,f_steps:fitbit_steps_intraday_rapids_sumsteps:afternoon
steps_sum,next_week,evening,today_partial_only,f_steps:fitbit_steps_intraday_rapids_sumsteps:evening
steps_sum,next_week,evening,history_plus_fingerprint,weekday
steps_sum,next_week,evening,history_plus_fingerprint,is_weekend
steps_sum,next_week,evening,history_plus_fingerprint,study_day
steps_sum,next_week,evening,history_plus_fingerprint,steps_sum__yesterday
steps_sum,next_week,evening,history_plus_fingerprint,steps_sum__roll7_mean
steps_sum,next_week,evening,history_plus_fingerprint,steps_sum__roll14_mean
steps_sum,next_week,evening,history_plus_fingerprint,steps_sum__roll42_mean
steps_sum,next_week,evening,history_plus_fingerprint,steps_sum__roll42_std
steps_sum,next_week,evening,history_fingerprint_plus_today,weekday
steps_sum,next_week,evening,history_fingerprint_plus_today,is_weekend
steps_sum,next_week,evening,history_fingerprint_plus_today,study_day
steps_sum,next_week,evening,history_fingerprint_plus_today,steps_sum__yesterday
steps_sum,next_week,evening,history_fingerprint_plus_today,steps_sum__roll7_mean
steps_sum,next_week,evening,history_fingerprint_plus_today,steps_sum__roll14_mean
steps_sum,next_week,evening,history_fingerprint_plus_today,steps_sum__roll42_mean
steps_sum,next_week,evening,history_fingerprint_plus_today,steps_sum__roll42_std
steps_sum,next_week,evening,history_fingerprint_plus_today,f_steps:fitbit_steps_intraday_rapids_sumsteps:morning
steps_sum,next_week,evening,history_fingerprint_plus_today,f_steps:fitbit_steps_intraday_rapids_sumsteps:afternoon
steps_sum,next_week,evening,history_fingerprint_plus_today,f_steps:fitbit_steps_intraday_rapids_sumsteps:evening
active_duration,tomorrow,morning,calendar_only,weekday
active_duration,tomorrow,morning,calendar_only,is_weekend
active_duration,tomorrow,morning,calendar_only,study_day
active_duration,tomorrow,morning,recent_history_only,weekday
active_duration,tomorrow,morning,recent_history_only,is_weekend
active_duration,tomorrow,morning,recent_history_only,study_day
active_duration,tomorrow,morning,recent_history_only,active_duration__yesterday
active_duration,tomorrow,morning,recent_history_only,active_duration__roll7_mean
active_duration,tomorrow,morning,recent_history_only,active_duration__roll14_mean
active_duration,tomorrow,morning,fingerprint_42d_only,weekday
active_duration,tomorrow,morning,fingerprint_42d_only,is_weekend
active_duration,tomorrow,morning,fingerprint_42d_only,study_day
active_duration,tomorrow,morning,fingerprint_42d_only,active_duration__roll42_mean
active_duration,tomorrow,morning,fingerprint_42d_only,active_duration__roll42_std
active_duration,tomorrow,morning,today_partial_only,weekday
active_duration,tomorrow,morning,today_partial_only,is_weekend
active_duration,tomorrow,morning,today_partial_only,study_day
active_duration,tomorrow,morning,today_partial_only,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:morning
active_duration,tomorrow,morning,history_plus_fingerprint,weekday
active_duration,tomorrow,morning,history_plus_fingerprint,is_weekend
active_duration,tomorrow,morning,history_plus_fingerprint,study_day
active_duration,tomorrow,morning,history_plus_fingerprint,active_duration__yesterday
active_duration,tomorrow,morning,history_plus_fingerprint,active_duration__roll7_mean
active_duration,tomorrow,morning,history_plus_fingerprint,active_duration__roll14_mean
active_duration,tomorrow,morning,history_plus_fingerprint,active_duration__roll42_mean
active_duration,tomorrow,morning,history_plus_fingerprint,active_duration__roll42_std
active_duration,tomorrow,morning,history_fingerprint_plus_today,weekday
active_duration,tomorrow,morning,history_fingerprint_plus_today,is_weekend
active_duration,tomorrow,morning,history_fingerprint_plus_today,study_day
active_duration,tomorrow,morning,history_fingerprint_plus_today,active_duration__yesterday
active_duration,tomorrow,morning,history_fingerprint_plus_today,active_duration__roll7_mean
active_duration,tomorrow,morning,history_fingerprint_plus_today,active_duration__roll14_mean
active_duration,tomorrow,morning,history_fingerprint_plus_today,active_duration__roll42_mean
active_duration,tomorrow,morning,history_fingerprint_plus_today,active_duration__roll42_std
active_duration,tomorrow,morning,history_fingerprint_plus_today,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:morning
active_duration,tomorrow,afternoon,calendar_only,weekday
active_duration,tomorrow,afternoon,calendar_only,is_weekend
active_duration,tomorrow,afternoon,calendar_only,study_day
active_duration,tomorrow,afternoon,recent_history_only,weekday
active_duration,tomorrow,afternoon,recent_history_only,is_weekend
active_duration,tomorrow,afternoon,recent_history_only,study_day
active_duration,tomorrow,afternoon,recent_history_only,active_duration__yesterday
active_duration,tomorrow,afternoon,recent_history_only,active_duration__roll7_mean
active_duration,tomorrow,afternoon,recent_history_only,active_duration__roll14_mean
active_duration,tomorrow,afternoon,fingerprint_42d_only,weekday
active_duration,tomorrow,afternoon,fingerprint_42d_only,is_weekend
active_duration,tomorrow,afternoon,fingerprint_42d_only,study_day
active_duration,tomorrow,afternoon,fingerprint_42d_only,active_duration__roll42_mean
active_duration,tomorrow,afternoon,fingerprint_42d_only,active_duration__roll42_std
active_duration,tomorrow,afternoon,today_partial_only,weekday
active_duration,tomorrow,afternoon,today_partial_only,is_weekend
active_duration,tomorrow,afternoon,today_partial_only,study_day
active_duration,tomorrow,afternoon,today_partial_only,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:morning
active_duration,tomorrow,afternoon,today_partial_only,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:afternoon
active_duration,tomorrow,afternoon,history_plus_fingerprint,weekday
active_duration,tomorrow,afternoon,history_plus_fingerprint,is_weekend
active_duration,tomorrow,afternoon,history_plus_fingerprint,study_day
active_duration,tomorrow,afternoon,history_plus_fingerprint,active_duration__yesterday
active_duration,tomorrow,afternoon,history_plus_fingerprint,active_duration__roll7_mean
active_duration,tomorrow,afternoon,history_plus_fingerprint,active_duration__roll14_mean
active_duration,tomorrow,afternoon,history_plus_fingerprint,active_duration__roll42_mean
active_duration,tomorrow,afternoon,history_plus_fingerprint,active_duration__roll42_std
active_duration,tomorrow,afternoon,history_fingerprint_plus_today,weekday
active_duration,tomorrow,afternoon,history_fingerprint_plus_today,is_weekend
active_duration,tomorrow,afternoon,history_fingerprint_plus_today,study_day
active_duration,tomorrow,afternoon,history_fingerprint_plus_today,active_duration__yesterday
active_duration,tomorrow,afternoon,history_fingerprint_plus_today,active_duration__roll7_mean
active_duration,tomorrow,afternoon,history_fingerprint_plus_today,active_duration__roll14_mean
active_duration,tomorrow,afternoon,history_fingerprint_plus_today,active_duration__roll42_mean
active_duration,tomorrow,afternoon,history_fingerprint_plus_today,active_duration__roll42_std
active_duration,tomorrow,afternoon,history_fingerprint_plus_today,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:morning
active_duration,tomorrow,afternoon,history_fingerprint_plus_today,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:afternoon
active_duration,tomorrow,evening,calendar_only,weekday
active_duration,tomorrow,evening,calendar_only,is_weekend
active_duration,tomorrow,evening,calendar_only,study_day
active_duration,tomorrow,evening,recent_history_only,weekday
active_duration,tomorrow,evening,recent_history_only,is_weekend
active_duration,tomorrow,evening,recent_history_only,study_day
active_duration,tomorrow,evening,recent_history_only,active_duration__yesterday
active_duration,tomorrow,evening,recent_history_only,active_duration__roll7_mean
active_duration,tomorrow,evening,recent_history_only,active_duration__roll14_mean
active_duration,tomorrow,evening,fingerprint_42d_only,weekday
active_duration,tomorrow,evening,fingerprint_42d_only,is_weekend
active_duration,tomorrow,evening,fingerprint_42d_only,study_day
active_duration,tomorrow,evening,fingerprint_42d_only,active_duration__roll42_mean
active_duration,tomorrow,evening,fingerprint_42d_only,active_duration__roll42_std
active_duration,tomorrow,evening,today_partial_only,weekday
active_duration,tomorrow,evening,today_partial_only,is_weekend
active_duration,tomorrow,evening,today_partial_only,study_day
active_duration,tomorrow,evening,today_partial_only,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:morning
active_duration,tomorrow,evening,today_partial_only,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:afternoon
active_duration,tomorrow,evening,today_partial_only,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:evening
active_duration,tomorrow,evening,history_plus_fingerprint,weekday
active_duration,tomorrow,evening,history_plus_fingerprint,is_weekend
active_duration,tomorrow,evening,history_plus_fingerprint,study_day
active_duration,tomorrow,evening,history_plus_fingerprint,active_duration__yesterday
active_duration,tomorrow,evening,history_plus_fingerprint,active_duration__roll7_mean
active_duration,tomorrow,evening,history_plus_fingerprint,active_duration__roll14_mean
active_duration,tomorrow,evening,history_plus_fingerprint,active_duration__roll42_mean
active_duration,tomorrow,evening,history_plus_fingerprint,active_duration__roll42_std
active_duration,tomorrow,evening,history_fingerprint_plus_today,weekday
active_duration,tomorrow,evening,history_fingerprint_plus_today,is_weekend
active_duration,tomorrow,evening,history_fingerprint_plus_today,study_day
active_duration,tomorrow,evening,history_fingerprint_plus_today,active_duration__yesterday
active_duration,tomorrow,evening,history_fingerprint_plus_today,active_duration__roll7_mean
active_duration,tomorrow,evening,history_fingerprint_plus_today,active_duration__roll14_mean
active_duration,tomorrow,evening,history_fingerprint_plus_today,active_duration__roll42_mean
active_duration,tomorrow,evening,history_fingerprint_plus_today,active_duration__roll42_std
active_duration,tomorrow,evening,history_fingerprint_plus_today,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:morning
active_duration,tomorrow,evening,history_fingerprint_plus_today,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:afternoon
active_duration,tomorrow,evening,history_fingerprint_plus_today,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:evening
active_duration,next_week,morning,calendar_only,weekday
active_duration,next_week,morning,calendar_only,is_weekend
active_duration,next_week,morning,calendar_only,study_day
active_duration,next_week,morning,recent_history_only,weekday
active_duration,next_week,morning,recent_history_only,is_weekend
active_duration,next_week,morning,recent_history_only,study_day
active_duration,next_week,morning,recent_history_only,active_duration__yesterday
active_duration,next_week,morning,recent_history_only,active_duration__roll7_mean
active_duration,next_week,morning,recent_history_only,active_duration__roll14_mean
active_duration,next_week,morning,fingerprint_42d_only,weekday
active_duration,next_week,morning,fingerprint_42d_only,is_weekend
active_duration,next_week,morning,fingerprint_42d_only,study_day
active_duration,next_week,morning,fingerprint_42d_only,active_duration__roll42_mean
active_duration,next_week,morning,fingerprint_42d_only,active_duration__roll42_std
active_duration,next_week,morning,today_partial_only,weekday
active_duration,next_week,morning,today_partial_only,is_weekend
active_duration,next_week,morning,today_partial_only,study_day
active_duration,next_week,morning,today_partial_only,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:morning
active_duration,next_week,morning,history_plus_fingerprint,weekday
active_duration,next_week,morning,history_plus_fingerprint,is_weekend
active_duration,next_week,morning,history_plus_fingerprint,study_day
active_duration,next_week,morning,history_plus_fingerprint,active_duration__yesterday
active_duration,next_week,morning,history_plus_fingerprint,active_duration__roll7_mean
active_duration,next_week,morning,history_plus_fingerprint,active_duration__roll14_mean
active_duration,next_week,morning,history_plus_fingerprint,active_duration__roll42_mean
active_duration,next_week,morning,history_plus_fingerprint,active_duration__roll42_std
active_duration,next_week,morning,history_fingerprint_plus_today,weekday
active_duration,next_week,morning,history_fingerprint_plus_today,is_weekend
active_duration,next_week,morning,history_fingerprint_plus_today,study_day
active_duration,next_week,morning,history_fingerprint_plus_today,active_duration__yesterday
active_duration,next_week,morning,history_fingerprint_plus_today,active_duration__roll7_mean
active_duration,next_week,morning,history_fingerprint_plus_today,active_duration__roll14_mean
active_duration,next_week,morning,history_fingerprint_plus_today,active_duration__roll42_mean
active_duration,next_week,morning,history_fingerprint_plus_today,active_duration__roll42_std
active_duration,next_week,morning,history_fingerprint_plus_today,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:morning
active_duration,next_week,afternoon,calendar_only,weekday
active_duration,next_week,afternoon,calendar_only,is_weekend
active_duration,next_week,afternoon,calendar_only,study_day
active_duration,next_week,afternoon,recent_history_only,weekday
active_duration,next_week,afternoon,recent_history_only,is_weekend
active_duration,next_week,afternoon,recent_history_only,study_day
active_duration,next_week,afternoon,recent_history_only,active_duration__yesterday
active_duration,next_week,afternoon,recent_history_only,active_duration__roll7_mean
active_duration,next_week,afternoon,recent_history_only,active_duration__roll14_mean
active_duration,next_week,afternoon,fingerprint_42d_only,weekday
active_duration,next_week,afternoon,fingerprint_42d_only,is_weekend
active_duration,next_week,afternoon,fingerprint_42d_only,study_day
active_duration,next_week,afternoon,fingerprint_42d_only,active_duration__roll42_mean
active_duration,next_week,afternoon,fingerprint_42d_only,active_duration__roll42_std
active_duration,next_week,afternoon,today_partial_only,weekday
active_duration,next_week,afternoon,today_partial_only,is_weekend
active_duration,next_week,afternoon,today_partial_only,study_day
active_duration,next_week,afternoon,today_partial_only,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:morning
active_duration,next_week,afternoon,today_partial_only,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:afternoon
active_duration,next_week,afternoon,history_plus_fingerprint,weekday
active_duration,next_week,afternoon,history_plus_fingerprint,is_weekend
active_duration,next_week,afternoon,history_plus_fingerprint,study_day
active_duration,next_week,afternoon,history_plus_fingerprint,active_duration__yesterday
active_duration,next_week,afternoon,history_plus_fingerprint,active_duration__roll7_mean
active_duration,next_week,afternoon,history_plus_fingerprint,active_duration__roll14_mean
active_duration,next_week,afternoon,history_plus_fingerprint,active_duration__roll42_mean
active_duration,next_week,afternoon,history_plus_fingerprint,active_duration__roll42_std
active_duration,next_week,afternoon,history_fingerprint_plus_today,weekday
active_duration,next_week,afternoon,history_fingerprint_plus_today,is_weekend
active_duration,next_week,afternoon,history_fingerprint_plus_today,study_day
active_duration,next_week,afternoon,history_fingerprint_plus_today,active_duration__yesterday
active_duration,next_week,afternoon,history_fingerprint_plus_today,active_duration__roll7_mean
active_duration,next_week,afternoon,history_fingerprint_plus_today,active_duration__roll14_mean
active_duration,next_week,afternoon,history_fingerprint_plus_today,active_duration__roll42_mean
active_duration,next_week,afternoon,history_fingerprint_plus_today,active_duration__roll42_std
active_duration,next_week,afternoon,history_fingerprint_plus_today,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:morning
active_duration,next_week,afternoon,history_fingerprint_plus_today,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:afternoon
active_duration,next_week,evening,calendar_only,weekday
active_duration,next_week,evening,calendar_only,is_weekend
active_duration,next_week,evening,calendar_only,study_day
active_duration,next_week,evening,recent_history_only,weekday
active_duration,next_week,evening,recent_history_only,is_weekend
active_duration,next_week,evening,recent_history_only,study_day
active_duration,next_week,evening,recent_history_only,active_duration__yesterday
active_duration,next_week,evening,recent_history_only,active_duration__roll7_mean
active_duration,next_week,evening,recent_history_only,active_duration__roll14_mean
active_duration,next_week,evening,fingerprint_42d_only,weekday
active_duration,next_week,evening,fingerprint_42d_only,is_weekend
active_duration,next_week,evening,fingerprint_42d_only,study_day
active_duration,next_week,evening,fingerprint_42d_only,active_duration__roll42_mean
active_duration,next_week,evening,fingerprint_42d_only,active_duration__roll42_std
active_duration,next_week,evening,today_partial_only,weekday
active_duration,next_week,evening,today_partial_only,is_weekend
active_duration,next_week,evening,today_partial_only,study_day
active_duration,next_week,evening,today_partial_only,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:morning
active_duration,next_week,evening,today_partial_only,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:afternoon
active_duration,next_week,evening,today_partial_only,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:evening
active_duration,next_week,evening,history_plus_fingerprint,weekday
active_duration,next_week,evening,history_plus_fingerprint,is_weekend
active_duration,next_week,evening,history_plus_fingerprint,study_day
active_duration,next_week,evening,history_plus_fingerprint,active_duration__yesterday
active_duration,next_week,evening,history_plus_fingerprint,active_duration__roll7_mean
active_duration,next_week,evening,history_plus_fingerprint,active_duration__roll14_mean
active_duration,next_week,evening,history_plus_fingerprint,active_duration__roll42_mean
active_duration,next_week,evening,history_plus_fingerprint,active_duration__roll42_std
active_duration,next_week,evening,history_fingerprint_plus_today,weekday
active_duration,next_week,evening,history_fingerprint_plus_today,is_weekend
active_duration,next_week,evening,history_fingerprint_plus_today,study_day
active_duration,next_week,evening,history_fingerprint_plus_today,active_duration__yesterday
active_duration,next_week,evening,history_fingerprint_plus_today,active_duration__roll7_mean
active_duration,next_week,evening,history_fingerprint_plus_today,active_duration__roll14_mean
active_duration,next_week,evening,history_fingerprint_plus_today,active_duration__roll42_mean
active_duration,next_week,evening,history_fingerprint_plus_today,active_duration__roll42_std
active_duration,next_week,evening,history_fingerprint_plus_today,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:morning
active_duration,next_week,evening,history_fingerprint_plus_today,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:afternoon
active_duration,next_week,evening,history_fingerprint_plus_today,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:evening
sedentary_duration,tomorrow,morning,calendar_only,weekday
sedentary_duration,tomorrow,morning,calendar_only,is_weekend
sedentary_duration,tomorrow,morning,calendar_only,study_day
sedentary_duration,tomorrow,morning,recent_history_only,weekday
sedentary_duration,tomorrow,morning,recent_history_only,is_weekend
sedentary_duration,tomorrow,morning,recent_history_only,study_day
sedentary_duration,tomorrow,morning,recent_history_only,sedentary_duration__yesterday
sedentary_duration,tomorrow,morning,recent_history_only,sedentary_duration__roll7_mean
sedentary_duration,tomorrow,morning,recent_history_only,sedentary_duration__roll14_mean
sedentary_duration,tomorrow,morning,fingerprint_42d_only,weekday
sedentary_duration,tomorrow,morning,fingerprint_42d_only,is_weekend
sedentary_duration,tomorrow,morning,fingerprint_42d_only,study_day
sedentary_duration,tomorrow,morning,fingerprint_42d_only,sedentary_duration__roll42_mean
sedentary_duration,tomorrow,morning,fingerprint_42d_only,sedentary_duration__roll42_std
sedentary_duration,tomorrow,morning,today_partial_only,weekday
sedentary_duration,tomorrow,morning,today_partial_only,is_weekend
sedentary_duration,tomorrow,morning,today_partial_only,study_day
sedentary_duration,tomorrow,morning,today_partial_only,f_steps:fitbit_steps_intraday_rapids_sumdurationsedentarybout:morning
sedentary_duration,tomorrow,morning,history_plus_fingerprint,weekday
sedentary_duration,tomorrow,morning,history_plus_fingerprint,is_weekend
sedentary_duration,tomorrow,morning,history_plus_fingerprint,study_day
sedentary_duration,tomorrow,morning,history_plus_fingerprint,sedentary_duration__yesterday
sedentary_duration,tomorrow,morning,history_plus_fingerprint,sedentary_duration__roll7_mean
sedentary_duration,tomorrow,morning,history_plus_fingerprint,sedentary_duration__roll14_mean
sedentary_duration,tomorrow,morning,history_plus_fingerprint,sedentary_duration__roll42_mean
sedentary_duration,tomorrow,morning,history_plus_fingerprint,sedentary_duration__roll42_std
sedentary_duration,tomorrow,morning,history_fingerprint_plus_today,weekday
sedentary_duration,tomorrow,morning,history_fingerprint_plus_today,is_weekend
sedentary_duration,tomorrow,morning,history_fingerprint_plus_today,study_day
sedentary_duration,tomorrow,morning,history_fingerprint_plus_today,sedentary_duration__yesterday
sedentary_duration,tomorrow,morning,history_fingerprint_plus_today,sedentary_duration__roll7_mean
sedentary_duration,tomorrow,morning,history_fingerprint_plus_today,sedentary_duration__roll14_mean
sedentary_duration,tomorrow,morning,history_fingerprint_plus_today,sedentary_duration__roll42_mean
sedentary_duration,tomorrow,morning,history_fingerprint_plus_today,sedentary_duration__roll42_std
sedentary_duration,tomorrow,morning,history_fingerprint_plus_today,f_steps:fitbit_steps_intraday_rapids_sumdurationsedentarybout:morning
sedentary_duration,tomorrow,afternoon,calendar_only,weekday
sedentary_duration,tomorrow,afternoon,calendar_only,is_weekend
sedentary_duration,tomorrow,afternoon,calendar_only,study_day
sedentary_duration,tomorrow,afternoon,recent_history_only,weekday
sedentary_duration,tomorrow,afternoon,recent_history_only,is_weekend
sedentary_duration,tomorrow,afternoon,recent_history_only,study_day
sedentary_duration,tomorrow,afternoon,recent_history_only,sedentary_duration__yesterday
sedentary_duration,tomorrow,afternoon,recent_history_only,sedentary_duration__roll7_mean
sedentary_duration,tomorrow,afternoon,recent_history_only,sedentary_duration__roll14_mean
sedentary_duration,tomorrow,afternoon,fingerprint_42d_only,weekday
sedentary_duration,tomorrow,afternoon,fingerprint_42d_only,is_weekend
sedentary_duration,tomorrow,afternoon,fingerprint_42d_only,study_day
sedentary_duration,tomorrow,afternoon,fingerprint_42d_only,sedentary_duration__roll42_mean
sedentary_duration,tomorrow,afternoon,fingerprint_42d_only,sedentary_duration__roll42_std
sedentary_duration,tomorrow,afternoon,today_partial_only,weekday
sedentary_duration,tomorrow,afternoon,today_partial_only,is_weekend
sedentary_duration,tomorrow,afternoon,today_partial_only,study_day
sedentary_duration,tomorrow,afternoon,today_partial_only,f_steps:fitbit_steps_intraday_rapids_sumdurationsedentarybout:morning
sedentary_duration,tomorrow,afternoon,today_partial_only,f_steps:fitbit_steps_intraday_rapids_sumdurationsedentarybout:afternoon
sedentary_duration,tomorrow,afternoon,history_plus_fingerprint,weekday
sedentary_duration,tomorrow,afternoon,history_plus_fingerprint,is_weekend
sedentary_duration,tomorrow,afternoon,history_plus_fingerprint,study_day
sedentary_duration,tomorrow,afternoon,history_plus_fingerprint,sedentary_duration__yesterday
sedentary_duration,tomorrow,afternoon,history_plus_fingerprint,sedentary_duration__roll7_mean
sedentary_duration,tomorrow,afternoon,history_plus_fingerprint,sedentary_duration__roll14_mean
sedentary_duration,tomorrow,afternoon,history_plus_fingerprint,sedentary_duration__roll42_mean
sedentary_duration,tomorrow,afternoon,history_plus_fingerprint,sedentary_duration__roll42_std
sedentary_duration,tomorrow,afternoon,history_fingerprint_plus_today,weekday
